"row","year","date","displayDate","datePrecision","certainty","title","summary","people","places","tags","view","works","crossReferences","sourceBook","sourceChapter","sourceLine","sourcePath","additionalSources","additionalSourcesJson","dataFile","id","eventJson"
"29001","2015","2015-09-21","2015年9月21日星期一","day","confirmed","李敖在微博发表“网络的双杀”","2015年9月21日，李敖在“哈囉李敖”微博发表“网络的双杀”：他们打天下时候，一方面“思想统一”、一方面“思想专断”。“思想统一”是革命、“思想专断”是反革命，正反双杀，人民透不过气来了。现在可好了，革命与反革命都免了，换成网络双杀。网络“思想统一”，他们众口一声；网络“思想专断”，你们众矢之的。网络原来是最会掐的，人民窒息了。","李敖","","虽千万人，李敖往矣、哈囉李敖、微博、140字、网络的双杀","写作线、媒体线、晚年线","虽千万人，李敖往矣、哈囉李敖","","虽千万人，李敖往矣","039.2015年9月","123","《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt","","[]","data/timeline-events-sui-qianwan-li-ao-wangyi.json","sui-qianwan-2015-09-21-daily-weibo","{""id"":""sui-qianwan-2015-09-21-daily-weibo"",""date"":""2015-09-21"",""displayDate"":""2015年9月21日星期一"",""datePrecision"":""day"",""title"":""李敖在微博发表“网络的双杀”"",""summary"":""2015年9月21日，李敖在“哈囉李敖”微博发表“网络的双杀”：他们打天下时候，一方面“思想统一”、一方面“思想专断”。“思想统一”是革命、“思想专断”是反革命，正反双杀，人民透不过气来了。现在可好了，革命与反革命都免了，换成网络双杀。网络“思想统一”，他们众口一声；网络“思想专断”，你们众矢之的。网络原来是最会掐的，人民窒息了。"",""view"":[""写作线"",""媒体线"",""晚年线""],""tags"":[""虽千万人，李敖往矣"",""哈囉李敖"",""微博"",""140字"",""网络的双杀""],""people"":[""李敖""],""places"":[],""works"":[""虽千万人，李敖往矣"",""哈囉李敖""],""certainty"":""confirmed"",""source"":{""book"":""虽千万人，李敖往矣"",""chapter"":""039.2015年9月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt"",""line"":123,""lines"":[123,125,127]},""crossReferences"":[],""round"":""2026-07-11-sui-qianwan-li-ao-wangyi-daily-completion"",""dataFile"":""data/timeline-events-sui-qianwan-li-ao-wangyi.json""}"
"29002","2015","2015-09-22","2015年9月22日星期二","day","confirmed","李敖在微博发表““二锅头””","2015年9月22日，李敖在“哈囉李敖”微博发表““二锅头””：如有上帝，一定是个始乱终弃的家伙。创造了万物，但创造后就不管了，也许厌倦了、也许忙疯了、也许开溜了、也许睡着了。总之，他不行了。所以要我们替天行道。上帝只管生与死、只管两头，中间全靠我们。我们好像“二锅头”，除去最先的和最后的，烈酒全是我们。别自卑了，我们也是上帝！","李敖","","虽千万人，李敖往矣、哈囉李敖、微博、140字、“二锅头”","写作线、媒体线、晚年线","虽千万人，李敖往矣、哈囉李敖","","虽千万人，李敖往矣","039.2015年9月","129","《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt","","[]","data/timeline-events-sui-qianwan-li-ao-wangyi.json","sui-qianwan-2015-09-22-daily-weibo","{""id"":""sui-qianwan-2015-09-22-daily-weibo"",""date"":""2015-09-22"",""displayDate"":""2015年9月22日星期二"",""datePrecision"":""day"",""title"":""李敖在微博发表““二锅头””"",""summary"":""2015年9月22日，李敖在“哈囉李敖”微博发表““二锅头””：如有上帝，一定是个始乱终弃的家伙。创造了万物，但创造后就不管了，也许厌倦了、也许忙疯了、也许开溜了、也许睡着了。总之，他不行了。所以要我们替天行道。上帝只管生与死、只管两头，中间全靠我们。我们好像“二锅头”，除去最先的和最后的，烈酒全是我们。别自卑了，我们也是上帝！"",""view"":[""写作线"",""媒体线"",""晚年线""],""tags"":[""虽千万人，李敖往矣"",""哈囉李敖"",""微博"",""140字"",""“二锅头”""],""people"":[""李敖""],""places"":[],""works"":[""虽千万人，李敖往矣"",""哈囉李敖""],""certainty"":""confirmed"",""source"":{""book"":""虽千万人，李敖往矣"",""chapter"":""039.2015年9月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt"",""line"":129,""lines"":[129,131,133]},""crossReferences"":[],""round"":""2026-07-11-sui-qianwan-li-ao-wangyi-daily-completion"",""dataFile"":""data/timeline-events-sui-qianwan-li-ao-wangyi.json""}"
"29003","2015","2015-09-23","2015年9月23日星期三","day","confirmed","李敖在微博发表“《伯远帖》亮相”","2015年9月23日，李敖在“哈囉李敖”微博发表“《伯远帖》亮相”：北京故宫博物院90周年院庆，史无前例的展出镇院之宝，包括东晋王珣写的《伯远帖》。《伯远帖》当年流入市场时，台湾舍不得掏钱，周恩来却特批抢购。明朝董其昌曾题豪语：“既幸予得见王珣，又幸珣书不尽湮没，得见吾也。”如今不尽湮没的，又得见中国人了，共产党总算做了一件好事。","李敖","","虽千万人，李敖往矣、哈囉李敖、微博、140字、《伯远帖》亮相","写作线、媒体线、晚年线","虽千万人，李敖往矣、哈囉李敖","","虽千万人，李敖往矣","039.2015年9月","135","《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt","","[]","data/timeline-events-sui-qianwan-li-ao-wangyi.json","sui-qianwan-2015-09-23-daily-weibo","{""id"":""sui-qianwan-2015-09-23-daily-weibo"",""date"":""2015-09-23"",""displayDate"":""2015年9月23日星期三"",""datePrecision"":""day"",""title"":""李敖在微博发表“《伯远帖》亮相”"",""summary"":""2015年9月23日，李敖在“哈囉李敖”微博发表“《伯远帖》亮相”：北京故宫博物院90周年院庆，史无前例的展出镇院之宝，包括东晋王珣写的《伯远帖》。《伯远帖》当年流入市场时，台湾舍不得掏钱，周恩来却特批抢购。明朝董其昌曾题豪语：“既幸予得见王珣，又幸珣书不尽湮没，得见吾也。”如今不尽湮没的，又得见中国人了，共产党总算做了一件好事。"",""view"":[""写作线"",""媒体线"",""晚年线""],""tags"":[""虽千万人，李敖往矣"",""哈囉李敖"",""微博"",""140字"",""《伯远帖》亮相""],""people"":[""李敖""],""places"":[],""works"":[""虽千万人，李敖往矣"",""哈囉李敖""],""certainty"":""confirmed"",""source"":{""book"":""虽千万人，李敖往矣"",""chapter"":""039.2015年9月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt"",""line"":135,""lines"":[135,137,139]},""crossReferences"":[],""round"":""2026-07-11-sui-qianwan-li-ao-wangyi-daily-completion"",""dataFile"":""data/timeline-events-sui-qianwan-li-ao-wangyi.json""}"
"29004","2015","2015-09-24","2015年9月24日星期四","day","confirmed","李敖在微博发表“玩具熊”","2015年9月24日，李敖在“哈囉李敖”微博发表“玩具熊”：小孩对玩具熊说话。小孩不以为玩具熊是玩具熊，也不以为自己是小孩。只以为玩具熊是另一个自己：一情相悦就是两情相悦、一厢情愿就是两小无猜。小孩与玩具熊一起长大，玩具熊像彼得潘（Peter Pan），拒绝长大、长捐箱底。直到一天被发现、被抱在怀里，没有迷茫、没有悲怆，只有成人的叹息。","李敖","","虽千万人，李敖往矣、哈囉李敖、微博、140字、玩具熊","写作线、媒体线、晚年线","虽千万人，李敖往矣、哈囉李敖","","虽千万人，李敖往矣","039.2015年9月","141","《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt","","[]","data/timeline-events-sui-qianwan-li-ao-wangyi.json","sui-qianwan-2015-09-24-daily-weibo","{""id"":""sui-qianwan-2015-09-24-daily-weibo"",""date"":""2015-09-24"",""displayDate"":""2015年9月24日星期四"",""datePrecision"":""day"",""title"":""李敖在微博发表“玩具熊”"",""summary"":""2015年9月24日，李敖在“哈囉李敖”微博发表“玩具熊”：小孩对玩具熊说话。小孩不以为玩具熊是玩具熊，也不以为自己是小孩。只以为玩具熊是另一个自己：一情相悦就是两情相悦、一厢情愿就是两小无猜。小孩与玩具熊一起长大，玩具熊像彼得潘（Peter Pan），拒绝长大、长捐箱底。直到一天被发现、被抱在怀里，没有迷茫、没有悲怆，只有成人的叹息。"",""view"":[""写作线"",""媒体线"",""晚年线""],""tags"":[""虽千万人，李敖往矣"",""哈囉李敖"",""微博"",""140字"",""玩具熊""],""people"":[""李敖""],""places"":[],""works"":[""虽千万人，李敖往矣"",""哈囉李敖""],""certainty"":""confirmed"",""source"":{""book"":""虽千万人，李敖往矣"",""chapter"":""039.2015年9月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt"",""line"":141,""lines"":[141,143,145]},""crossReferences"":[],""round"":""2026-07-11-sui-qianwan-li-ao-wangyi-daily-completion"",""dataFile"":""data/timeline-events-sui-qianwan-li-ao-wangyi.json""}"
"29005","2015","2015-09-25","2015年9月25日星期五","day","confirmed","李敖在微博发表“乔·路易斯之言”","2015年9月25日，李敖在“哈囉李敖”微博发表“乔·路易斯之言”：1946.6.19美国重量级拳王乔·路易斯（Joe Louis）奚落对手比利寇恩（Billy Conn），声言寇恩这小子不堪一击：“他有路可逃，却无地可避。”（He can run. But he can't hide.）70年后，美国面临了新挑战：美国以人权为名，窝藏了多少贪污份子，现在轮到中国的质疑了。想到乔·路易斯，让他们无地可避吧。","李敖","","虽千万人，李敖往矣、哈囉李敖、微博、140字、乔·路易斯之言","写作线、媒体线、晚年线","虽千万人，李敖往矣、哈囉李敖","","虽千万人，李敖往矣","039.2015年9月","147","《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt","","[]","data/timeline-events-sui-qianwan-li-ao-wangyi.json","sui-qianwan-2015-09-25-daily-weibo","{""id"":""sui-qianwan-2015-09-25-daily-weibo"",""date"":""2015-09-25"",""displayDate"":""2015年9月25日星期五"",""datePrecision"":""day"",""title"":""李敖在微博发表“乔·路易斯之言”"",""summary"":""2015年9月25日，李敖在“哈囉李敖”微博发表“乔·路易斯之言”：1946.6.19美国重量级拳王乔·路易斯（Joe Louis）奚落对手比利寇恩（Billy Conn），声言寇恩这小子不堪一击：“他有路可逃，却无地可避。”（He can run. But he can't hide.）70年后，美国面临了新挑战：美国以人权为名，窝藏了多少贪污份子，现在轮到中国的质疑了。想到乔·路易斯，让他们无地可避吧。"",""view"":[""写作线"",""媒体线"",""晚年线""],""tags"":[""虽千万人，李敖往矣"",""哈囉李敖"",""微博"",""140字"",""乔·路易斯之言""],""people"":[""李敖""],""places"":[],""works"":[""虽千万人，李敖往矣"",""哈囉李敖""],""certainty"":""confirmed"",""source"":{""book"":""虽千万人，李敖往矣"",""chapter"":""039.2015年9月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt"",""line"":147,""lines"":[147,149,151]},""crossReferences"":[],""round"":""2026-07-11-sui-qianwan-li-ao-wangyi-daily-completion"",""dataFile"":""data/timeline-events-sui-qianwan-li-ao-wangyi.json""}"
"29006","2015","2015-09-26","2015年9月26日星期六","day","confirmed","李敖在微博发表“我的偏好”","2015年9月26日，李敖在“哈囉李敖”微博发表“我的偏好”：我是怪人，有偏见也有偏好。我的偏见，每件都有证据做底子，俗人不喜欢，但无力反驳；至于偏好，俗人有所不知，我透露几个：1.我不喜欢钟表，喜欢看沙漏计时；2.我不喜欢朝阳，喜欢日暮；3.我不喜欢洗澡时用手开龙头，喜欢用脚；4.我不喜欢手淫用手；5.除了瘦的女学生，我不喜欢任何瘦。","李敖","","虽千万人，李敖往矣、哈囉李敖、微博、140字、我的偏好","写作线、媒体线、晚年线","虽千万人，李敖往矣、哈囉李敖","","虽千万人，李敖往矣","039.2015年9月","153","《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt","","[]","data/timeline-events-sui-qianwan-li-ao-wangyi.json","sui-qianwan-2015-09-26-daily-weibo","{""id"":""sui-qianwan-2015-09-26-daily-weibo"",""date"":""2015-09-26"",""displayDate"":""2015年9月26日星期六"",""datePrecision"":""day"",""title"":""李敖在微博发表“我的偏好”"",""summary"":""2015年9月26日，李敖在“哈囉李敖”微博发表“我的偏好”：我是怪人，有偏见也有偏好。我的偏见，每件都有证据做底子，俗人不喜欢，但无力反驳；至于偏好，俗人有所不知，我透露几个：1.我不喜欢钟表，喜欢看沙漏计时；2.我不喜欢朝阳，喜欢日暮；3.我不喜欢洗澡时用手开龙头，喜欢用脚；4.我不喜欢手淫用手；5.除了瘦的女学生，我不喜欢任何瘦。"",""view"":[""写作线"",""媒体线"",""晚年线""],""tags"":[""虽千万人，李敖往矣"",""哈囉李敖"",""微博"",""140字"",""我的偏好""],""people"":[""李敖""],""places"":[],""works"":[""虽千万人，李敖往矣"",""哈囉李敖""],""certainty"":""confirmed"",""source"":{""book"":""虽千万人，李敖往矣"",""chapter"":""039.2015年9月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt"",""line"":153,""lines"":[153,155,157]},""crossReferences"":[],""round"":""2026-07-11-sui-qianwan-li-ao-wangyi-daily-completion"",""dataFile"":""data/timeline-events-sui-qianwan-li-ao-wangyi.json""}"
"29007","2015","2015-09-27","2015年9月27日星期日","day","confirmed","李敖记录一生卖掉三个书房，第四个书房已是最后死穴","《2015年9月》“共产吧”写，2015年9月27日，李敖说自己一生卖掉三个书房，像南极探险家回程中不得不逐一杀狗以免同殉；现在的第四个书房该是最后的“死穴”，人书俱老，房子也老。","李敖","台湾","书房、卖书房、晚年住所、藏书","书房线、晚年线、日常线","虽千万人，李敖往矣","","虽千万人，李敖往矣","039.2015年9月","163","《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt","","[]","data/timeline-events-sui-qianwan-li-ao-wangyi.json","sui-qianwan-2015-09-27-records-fourth-study-as-final-dead-point","{""id"":""sui-qianwan-2015-09-27-records-fourth-study-as-final-dead-point"",""date"":""2015-09-27"",""displayDate"":""2015年9月27日星期日"",""datePrecision"":""day"",""title"":""李敖记录一生卖掉三个书房，第四个书房已是最后死穴"",""summary"":""《2015年9月》“共产吧”写，2015年9月27日，李敖说自己一生卖掉三个书房，像南极探险家回程中不得不逐一杀狗以免同殉；现在的第四个书房该是最后的“死穴”，人书俱老，房子也老。"",""view"":[""书房线"",""晚年线"",""日常线""],""tags"":[""书房"",""卖书房"",""晚年住所"",""藏书""],""people"":[""李敖""],""places"":[""台湾""],""works"":[""虽千万人，李敖往矣""],""certainty"":""confirmed"",""source"":{""book"":""虽千万人，李敖往矣"",""chapter"":""039.2015年9月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt"",""line"":163},""dataFile"":""data/timeline-events-sui-qianwan-li-ao-wangyi.json""}"
"29008","2015","2015-09-28","2015年9月28日星期一","day","confirmed","李敖在微博发表“年轻漂亮的女人”","2015年9月28日，李敖在“哈囉李敖”微博发表“年轻漂亮的女人”：男人看女人，着眼多从色相；女人看男人，着眼就宽得多，会多方面观察男人，这是女人聪明的地方。如果我是年轻漂亮的女人，我一生一定要跟有优美谈吐又有点宽大肚子的富有中老年男人上床。这种男人比年轻早泄的明星男、歌星男、模特男都性感，并且大脑就在大龟头上。上帝啊，不要救我！","李敖","","虽千万人，李敖往矣、哈囉李敖、微博、140字、年轻漂亮的女人","写作线、媒体线、晚年线","虽千万人，李敖往矣、哈囉李敖","","虽千万人，李敖往矣","039.2015年9月","165","《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt","","[]","data/timeline-events-sui-qianwan-li-ao-wangyi.json","sui-qianwan-2015-09-28-daily-weibo","{""id"":""sui-qianwan-2015-09-28-daily-weibo"",""date"":""2015-09-28"",""displayDate"":""2015年9月28日星期一"",""datePrecision"":""day"",""title"":""李敖在微博发表“年轻漂亮的女人”"",""summary"":""2015年9月28日，李敖在“哈囉李敖”微博发表“年轻漂亮的女人”：男人看女人，着眼多从色相；女人看男人，着眼就宽得多，会多方面观察男人，这是女人聪明的地方。如果我是年轻漂亮的女人，我一生一定要跟有优美谈吐又有点宽大肚子的富有中老年男人上床。这种男人比年轻早泄的明星男、歌星男、模特男都性感，并且大脑就在大龟头上。上帝啊，不要救我！"",""view"":[""写作线"",""媒体线"",""晚年线""],""tags"":[""虽千万人，李敖往矣"",""哈囉李敖"",""微博"",""140字"",""年轻漂亮的女人""],""people"":[""李敖""],""places"":[],""works"":[""虽千万人，李敖往矣"",""哈囉李敖""],""certainty"":""confirmed"",""source"":{""book"":""虽千万人，李敖往矣"",""chapter"":""039.2015年9月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt"",""line"":165,""lines"":[165,167,169]},""crossReferences"":[],""round"":""2026-07-11-sui-qianwan-li-ao-wangyi-daily-completion"",""dataFile"":""data/timeline-events-sui-qianwan-li-ao-wangyi.json""}"
"29009","2015","2015-09-29","2015年9月29日星期二","day","confirmed","李敖在微博发表“阿里的前夜”","2015年9月29日，李敖在“哈囉李敖”微博发表“阿里的前夜”：1942年生的阿里（Muhammad Ali），38岁打完他世界拳王最后一仗，被新一代的对手“技术击倒”（TKO）了。他已老去，但他要用战败画下句点，而非惧战。35年后，同一个1942年生的宋楚瑜闪了出来，73岁了，并没老去，“闻鼓鼙而思良将”，令人鼓舞。但新一代的对手击倒了技术，战场空闻鼓鼙。","李敖","","虽千万人，李敖往矣、哈囉李敖、微博、140字、阿里的前夜","写作线、媒体线、晚年线","虽千万人，李敖往矣、哈囉李敖","","虽千万人，李敖往矣","039.2015年9月","171","《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt","","[]","data/timeline-events-sui-qianwan-li-ao-wangyi.json","sui-qianwan-2015-09-29-daily-weibo","{""id"":""sui-qianwan-2015-09-29-daily-weibo"",""date"":""2015-09-29"",""displayDate"":""2015年9月29日星期二"",""datePrecision"":""day"",""title"":""李敖在微博发表“阿里的前夜”"",""summary"":""2015年9月29日，李敖在“哈囉李敖”微博发表“阿里的前夜”：1942年生的阿里（Muhammad Ali），38岁打完他世界拳王最后一仗，被新一代的对手“技术击倒”（TKO）了。他已老去，但他要用战败画下句点，而非惧战。35年后，同一个1942年生的宋楚瑜闪了出来，73岁了，并没老去，“闻鼓鼙而思良将”，令人鼓舞。但新一代的对手击倒了技术，战场空闻鼓鼙。"",""view"":[""写作线"",""媒体线"",""晚年线""],""tags"":[""虽千万人，李敖往矣"",""哈囉李敖"",""微博"",""140字"",""阿里的前夜""],""people"":[""李敖""],""places"":[],""works"":[""虽千万人，李敖往矣"",""哈囉李敖""],""certainty"":""confirmed"",""source"":{""book"":""虽千万人，李敖往矣"",""chapter"":""039.2015年9月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt"",""line"":171,""lines"":[171,173,175]},""crossReferences"":[],""round"":""2026-07-11-sui-qianwan-li-ao-wangyi-daily-completion"",""dataFile"":""data/timeline-events-sui-qianwan-li-ao-wangyi.json""}"
"29010","2015","2015-09-30","2015年9月30日星期三","day","confirmed","李敖在微博发表“湛蓝”","2015年9月30日，李敖在“哈囉李敖”微博发表“湛蓝”：自杀于浴缸中的美国女诗人，49岁，1933年。她有一首诗，酷似网络的预言，诗题就叫“网”（THE NET），描写她拢起双手、捧起海水。虽捧住了弱水三千，却失落了一片湛蓝。（Only to find it lost the blue / Dark splendor of the sea.）每天每时每刻，多少青春误落网中，面有得色，却丧尽湛蓝。","李敖","","虽千万人，李敖往矣、哈囉李敖、微博、140字、湛蓝","写作线、媒体线、晚年线","虽千万人，李敖往矣、哈囉李敖","","虽千万人，李敖往矣","039.2015年9月","177","《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt","","[]","data/timeline-events-sui-qianwan-li-ao-wangyi.json","sui-qianwan-2015-09-30-daily-weibo","{""id"":""sui-qianwan-2015-09-30-daily-weibo"",""date"":""2015-09-30"",""displayDate"":""2015年9月30日星期三"",""datePrecision"":""day"",""title"":""李敖在微博发表“湛蓝”"",""summary"":""2015年9月30日，李敖在“哈囉李敖”微博发表“湛蓝”：自杀于浴缸中的美国女诗人，49岁，1933年。她有一首诗，酷似网络的预言，诗题就叫“网”（THE NET），描写她拢起双手、捧起海水。虽捧住了弱水三千，却失落了一片湛蓝。（Only to find it lost the blue / Dark splendor of the sea.）每天每时每刻，多少青春误落网中，面有得色，却丧尽湛蓝。"",""view"":[""写作线"",""媒体线"",""晚年线""],""tags"":[""虽千万人，李敖往矣"",""哈囉李敖"",""微博"",""140字"",""湛蓝""],""people"":[""李敖""],""places"":[],""works"":[""虽千万人，李敖往矣"",""哈囉李敖""],""certainty"":""confirmed"",""source"":{""book"":""虽千万人，李敖往矣"",""chapter"":""039.2015年9月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/005.诗集语录类/005.虽千万人，李敖往矣/039.2015年9月.txt"",""line"":177,""lines"":[177,179,181]},""crossReferences"":[],""round"":""2026-07-11-sui-qianwan-li-ao-wangyi-daily-completion"",""dataFile"":""data/timeline-events-sui-qianwan-li-ao-wangyi.json""}"
